"vtd","cntyvtd","d","r","winner"
"2045","1132045","703","577","D"
"2048","1132048","1199","918","D"
"2050","1132050","584","578","D"
"2053","1132053","915","403","D"
"2054","1132054","1008","398","D"
"2055","1132055","519","222","D"
"2058","1132058","385","346","D"
"2064","1132064","726","565","D"
"2065","1132065","994","660","D"
"2067","1132067","449","385","D"
"2068","1132068","1003","579","D"
"2069","1132069","1123","931","D"
"2070","1132070","512","401","D"
"2071","1132071","762","645","D"
"2072","1132072","1221","817","D"
"2073","1132073","454","266","D"
"2074","1132074","169","88","D"
"2077","1132077","454","439","D"
"2079","1132079","744","216","D"
"2300","1132300","429","284","D"
"2302","1132302","644","232","D"
"2305","1132305","1140","1079","D"
"2306","1132306","409","404","D"
"2307","1132307","234","226","D"
"2308","1132308","17","12","D"
"2309","1132309","279","160","D"
"2311","1132311","164","78","D"
"2312","1132312","23","10","D"
"2402","1132402","1056","842","D"
"2404","1132404","642","466","D"
"2406","1132406","1076","827","D"
"2407","1132407","1207","966","D"
"2408","1132408","488","316","D"
"2409","1132409","771","380","D"
"2410","1132410","570","382","D"
"2411","1132411","250","67","D"
"2500","1132500","777","692","D"
"2505","1132505","858","821","D"
"2508","1132508","902","661","D"
"2510","1132510","545","506","D"
"2513","1132513","947","710","D"
"2601","1132601","776","374","D"
"2602","1132602","1219","587","D"
"2603","1132603","1253","604","D"
"2604","1132604","1089","554","D"
"2605","1132605","1043","363","D"
"2700","1132700","1013","853","D"
"2703","1132703","366","254","D"
"2704","1132704","1126","661","D"
"2705","1132705","679","424","D"
"2707","1132707","966","843","D"
"2710","1132710","713","691","D"
"2711","1132711","786","639","D"
"2712","1132712","1217","905","D"
"2714","1132714","1392","1109","D"
"2715","1132715","885","766","D"
"2716","1132716","543","346","D"
"2800","1132800","1","0","D"
"2809","1132809","947","868","D"
"2901","1132901","499","231","D"
"2902","1132902","787","436","D"
"2903","1132903","736","552","D"
"2911","1132911","76","73","D"
"3000","1133000","1112","846","D"
"3001","1133001","235","15","D"
"3002","1133002","592","67","D"
"3003","1133003","932","91","D"
"3004","1133004","1015","200","D"
"3005","1133005","77","53","D"
"3006","1133006","1125","1093","D"
"3007","1133007","341","308","D"
"3008A","1133008A","2251","870","D"
"3009","1133009","992","415","D"
"3011","1133011","605","152","D"
"3012","1133012","111","15","D"
"3013","1133013","219","96","D"
"3014","1133014","470","346","D"
"3015","1133015","60","58","D"
"3016A","1133016A","611","139","D"
"3017","1133017","291","22","D"
"3018","1133018","809","26","D"
"3019","1133019","327","10","D"
"3020","1133020","89","12","D"
"3021","1133021","378","12","D"
"3022","1133022","715","32","D"
"3023","1133023","553","11","D"
"3024","1133024","672","14","D"
"3025","1133025","72","2","D"
"3026","1133026","325","3","D"
"3027","1133027","600","16","D"
"3028","1133028","429","9","D"
"3029","1133029","308","6","D"
"3030","1133030","7","5","D"
"3031","1133031","187","74","D"
"3032","1133032","468","49","D"
"3033","1133033","163","8","D"
"3034","1133034","612","20","D"
"3035","1133035","598","18","D"
"3036","1133036","17","7","D"
"3037","1133037","178","5","D"
"3038","1133038","424","11","D"
"3039","1133039","1077","31","D"
"3040","1133040","497","10","D"
"3041","1133041","58","12","D"
"3042","1133042","650","11","D"
"3043","1133043","965","16","D"
"3044","1133044","1080","19","D"
"3045","1133045","261","9","D"
"3046","1133046","1057","149","D"
"3047","1133047","620","357","D"
"3048","1133048","1246","46","D"
"3049","1133049","990","35","D"
"3050","1133050","833","30","D"
"3051","1133051","388","14","D"
"3052","1133052","1220","38","D"
"3053","1133053","1105","58","D"
"3054","1133054","1521","72","D"
"3055","1133055","1354","121","D"
"3056","1133056","1377","66","D"
"3057","1133057","1272","82","D"
"3058","1133058","1215","37","D"
"3059","1133059","766","20","D"
"3060","1133060","835","17","D"
"3061","1133061","687","10","D"
"3062","1133062","1128","39","D"
"3063","1133063","1822","73","D"
"3064","1133064","1369","41","D"
"3065","1133065","1183","38","D"
"3066","1133066","935","38","D"
"3067","1133067","1137","27","D"
"3068","1133068","1842","75","D"
"3069","1133069","861","23","D"
"3070","1133070","1503","37","D"
"3071","1133071","1321","27","D"
"3072","1133072","23","7","D"
"3073","1133073","86","3","D"
"3074","1133074","231","41","D"
"3075","1133075","90","11","D"
"3077","1133077","1373","354","D"
"3078","1133078","1333","215","D"
"3079","1133079","171","114","D"
"3080","1133080","430","169","D"
"3081","1133081","588","417","D"
"3082","1133082","1180","65","D"
"3083","1133083","520","195","D"
"3084","1133084","571","107","D"
"3086","1133086","1058","800","D"
"3088","1133088","26","6","D"
"3089","1133089","2","1","D"
"3090","1133090","532","191","D"
"3092","1133092","847","43","D"
"3093","1133093","4","1","D"
"3094","1133094","1","0","D"
"3097","1133097","95","1","D"
"3098","1133098","131","3","D"
"3099","1133099","136","9","D"
"3100","1133100","1048","337","D"
"3101","1133101","323","145","D"
"3102","1133102","1373","278","D"
"3103","1133103","1494","311","D"
"3104","1133104","2313","612","D"
"3105","1133105","1125","447","D"
"3106","1133106","1691","373","D"
"3107","1133107","1423","170","D"
"3108","1133108","724","664","D"
"3109","1133109","1096","1044","D"
"3110","1133110","1538","256","D"
"3112","1133112","10","7","D"
"3113","1133113","4","1","D"
"3200","1133200","779","750","D"
"3201","1133201","542","521","D"
"3202","1133202","975","343","D"
"3203","1133203","850","364","D"
"3204","1133204","911","529","D"
"3205","1133205","902","115","D"
"3206","1133206","810","690","D"
"3207","1133207","908","669","D"
"3208","1133208","664","324","D"
"3210","1133210","698","501","D"
"3211","1133211","458","200","D"
"3302","1133302","444","421","D"
"3303","1133303","998","536","D"
"3305","1133305","1145","1135","D"
"3306","1133306","493","396","D"
"3307","1133307","595","372","D"
"3308","1133308","608","462","D"
"3309","1133309","689","619","D"
"3312","1133312","1097","916","D"
"3313","1133313","1985","999","D"
"3314","1133314","1482","706","D"
"3315","1133315","477","283","D"
"3316","1133316","926","753","D"
"3317","1133317","670","348","D"
"3318","1133318","545","390","D"
"3400","1133400","280","72","D"
"3401","1133401","1","0","D"
"3402","1133402","148","47","D"
"3404","1133404","729","321","D"
"3405","1133405","1002","475","D"
"3408","1133408","693","264","D"
"3409","1133409","195","106","D"
"3410","1133410","112","39","D"
"3600","1133600","1087","252","D"
"3601","1133601","1083","292","D"
"3602","1133602","356","80","D"
"3603","1133603","144","44","D"
"3604","1133604","1393","380","D"
"3605","1133605","1594","318","D"
"3606","1133606","1420","128","D"
"3607","1133607","2187","275","D"
"3608","1133608","1830","128","D"
"3609","1133609","1604","331","D"
"3610","1133610","206","108","D"
"3611","1133611","497","211","D"
"3612","1133612","1733","287","D"
"3613","1133613","279","126","D"
"3614","1133614","485","58","D"
"3615","1133615","1453","166","D"
"3616","1133616","335","44","D"
"3617","1133617","1261","111","D"
"3618","1133618","159","24","D"
"3619","1133619","81","33","D"
"3620","1133620","648","76","D"
"3700","1133700","1478","984","D"
"3701","1133701","1241","1115","D"
"3702","1133702","717","647","D"
"3800","1133800","2361","147","D"
"3801","1133801","157","37","D"
"3802","1133802","2133","232","D"
"3803","1133803","1892","177","D"
"3805","1133805","2676","153","D"
"3806","1133806","515","35","D"
"3807","1133807","1103","192","D"
"3808","1133808","1409","739","D"
"3809","1133809","167","42","D"
"3900","1133900","2499","508","D"
"3922","1133922","42","9","D"
"3940A","1133940A","691","325","D"
"3950","1133950","682","200","D"
"4000A","1134000A","166","44","D"
"4001A","1134001A","468","110","D"
"4002","1134002","408","263","D"
"4003A","1134003A","99","22","D"
"4004","1134004","686","250","D"
"4005","1134005","354","172","D"
"4006A","1134006A","497","256","D"
"4007","1134007","82","57","D"
"4008","1134008","216","28","D"
"4009","1134009","559","91","D"
"4010","1134010","518","283","D"
"4011","1134011","324","84","D"
"4012","1134012","28","24","D"
"4013","1134013","116","108","D"
"4015","1134015","815","169","D"
"4016","1134016","858","198","D"
"4017","1134017","194","84","D"
"4018","1134018","398","256","D"
"4019","1134019","1063","216","D"
"4020","1134020","330","72","D"
"4021","1134021","1908","379","D"
"4022","1134022","1278","244","D"
"4024","1134024","856","72","D"
"4025","1134025","161","5","D"
"4026","1134026","65","5","D"
"4027","1134027","106","15","D"
"4028","1134028","423","13","D"
"4030","1134030","16","1","D"
"4031","1134031","974","36","D"
"4032","1134032","1371","385","D"
"4033","1134033","641","257","D"
"4035","1134035","547","97","D"
"4036","1134036","376","29","D"
"4037","1134037","90","16","D"
"4038","1134038","971","68","D"
"4039","1134039","278","5","D"
"4040","1134040","371","18","D"
"4041","1134041","332","15","D"
"4043","1134043","543","47","D"
"4044","1134044","481","22","D"
"4046","1134046","522","31","D"
"4047","1134047","370","19","D"
"4050","1134050","1809","488","D"
"4052","1134052","1866","562","D"
"4053","1134053","160","52","D"
"4054","1134054","111","22","D"
"4055","1134055","1056","237","D"
"4056","1134056","1093","131","D"
"4057","1134057","681","104","D"
"4058","1134058","316","72","D"
"4059","1134059","161","25","D"
"4060","1134060","909","117","D"
"4061","1134061","887","188","D"
"4062","1134062","708","150","D"
"4063","1134063","1173","248","D"
"4065","1134065","377","113","D"
"4066","1134066","361","83","D"
"4067","1134067","742","161","D"
"4068","1134068","700","155","D"
"4069","1134069","1157","227","D"
"4070","1134070","634","91","D"
"4071","1134071","124","28","D"
"4072","1134072","134","17","D"
"4073","1134073","725","181","D"
"4074","1134074","1297","259","D"
"4075","1134075","384","64","D"
"4076","1134076","1023","197","D"
"4077","1134077","410","72","D"
"4078","1134078","641","102","D"
"4079","1134079","1953","631","D"
"4080","1134080","306","179","D"
"4081","1134081","1167","179","D"
"4082","1134082","141","19","D"
"4083","1134083","394","95","D"
"4084","1134084","262","25","D"
"4085","1134085","392","57","D"
"4086","1134086","1003","176","D"
"4087A","1134087A","350","73","D"
"4088","1134088","150","18","D"
"4090","1134090","27","16","D"
"4092","1134092","65","34","D"
"4093","1134093","37","5","D"
"4094","1134094","178","90","D"
"4096","1134096","20","14","D"
"4097A","1134097A","374","144","D"
"4098","1134098","15","6","D"
"4100","1134100","11","5","D"
"4101","1134101","51","3","D"
"4102","1134102","93","85","D"
"4103","1134103","59","16","D"
"4104","1134104","16","3","D"
"4105","1134105","4","0","D"
"4107","1134107","48","2","D"
"4108","1134108","34","1","D"
"4109","1134109","27","1","D"
"4110","1134110","488","22","D"
"4111","1134111","114","22","D"
"4113","1134113","747","175","D"
"4114","1134114","601","100","D"
"4115","1134115","116","49","D"
"4116","1134116","1","0","D"
"4119","1134119","1","0","D"
"4120","1134120","225","19","D"
"4300","1134300","533","155","D"
"4500","1134500","852","540","D"
"4501","1134501","662","607","D"
"4502","1134502","1272","710","D"
"4503","1134503","1511","614","D"
"4504","1134504","416","312","D"
"4505","1134505","615","486","D"
"4506","1134506","413","304","D"
"4507","1134507","488","57","D"
"4508","1134508","194","119","D"
"4510","1134510","593","330","D"
"4511","1134511","477","384","D"
"4512","1134512","354","342","D"
"4513","1134513","739","385","D"
"4515","1134515","576","262","D"
"4516","1134516","2","1","D"
"4518A","1134518A","555","406","D"
"4519","1134519","1069","801","D"
"4520","1134520","297","143","D"
"4521","1134521","1251","1086","D"
"4522","1134522","1107","666","D"
"4523","1134523","191","124","D"
"4525","1134525","435","223","D"
"4527","1134527","487","243","D"
"4529","1134529","260","166","D"
"4530","1134530","95","14","D"
"4532","1134532","80","75","D"
"4533","1134533","314","189","D"
"4534","1134534","28","14","D"
"4535","1134535","290","123","D"
"4536","1134536","18","9","D"
"4537","1134537","3","0","D"
"4538","1134538","277","140","D"
"4602","1134602","580","487","D"
"4603","1134603","20","8","D"
"4604","1134604","852","667","D"
"4605","1134605","661","646","D"
"4606","1134606","808","701","D"
"4607","1134607","575","310","D"
"4608A","1134608A","1188","630","D"
"4609","1134609","698","202","D"
"4611","1134611","485","383","D"
"4613A","1134613A","240","84","D"
"4615","1134615","75","36","D"
"4616","1134616","373","242","D"
"4618","1134618","134","107","D"
"4620","1134620","482","439","D"
"4621","1134621","1408","427","D"
"4622","1134622","619","447","D"
"4623","1134623","786","506","D"
"4624","1134624","485","463","D"
"4627A","1134627A","1196","972","D"
"4628","1134628","917","224","D"
"4629","1134629","432","208","D"
"4630","1134630","494","487","D"
"4632","1134632","742","243","D"
"4633","1134633","300","109","D"
"4634","1134634","788","770","D"
"4635","1134635","592","243","D"
"4637","1134637","1236","750","D"
"4639","1134639","210","97","D"
"4640","1134640","1011","390","D"
"4641","1134641","155","127","D"
"4642","1134642","52","39","D"
"4644","1134644","14","9","D"
"4645","1134645","1","0","D"
"4647","1134647","1191","966","D"
"4648","1134648","810","259","D"
"4649","1134649","25","10","D"
"4651","1134651","22","8","D"
"4652","1134652","276","124","D"
"4653","1134653","23","16","D"
"4654","1134654","352","254","D"
"4656","1134656","46","18","D"
"4657","1134657","30","7","D"
"4658","1134658","34","23","D"
"4659","1134659","81","41","D"
"4660","1134660","23","11","D"
"4661","1134661","312","115","D"
"4662","1134662","73","44","D"
"4664","1134664","611","454","D"
"1011","1211011","884","777","D"
"1014","1211014","83","35","D"
"1026","1211026","1382","1262","D"
"2000","1212000","1405","548","D"
"2001","1212001","1309","563","D"
"2002","1212002","1590","916","D"
